time,label,value
2021-01-01,ref,12.38663575264
2021-01-08,ref,13.1672861570459
2021-01-15,ref,12.8727588575699
2021-01-22,ref,13.5532084387997
2021-01-29,ref,12.6765571475155
2021-02-05,ref,12.2097838509598
2021-02-12,ref,13.060724924892
2021-02-19,ref,13.8149132926743
2021-02-26,ref,13.5576327880764
2021-03-05,ref,14.5606272041591
2021-03-12,ref,16.7783871718444
2021-03-19,ref,13.9972288463661
2021-03-26,ref,11.2101949514662
2021-04-02,ref,12.5463180723683
2021-04-09,ref,13.5791850231792
2021-04-16,ref,14.2079859577251
2021-04-23,ref,13.2731130438225
2021-04-30,ref,12.3584791970732
2021-05-07,ref,13.3629108651891
2021-05-14,ref,14.3518548320886
2021-05-21,ref,12.5717302611308
2021-05-28,ref,11.8541271808243
2021-06-04,ref,12.3345621000538
2021-06-11,ref,13.6958547717464
2021-06-18,ref,12.9120575107027
2021-06-25,ref,13.9445386777825
2021-07-02,ref,14.9179952592136
2021-07-09,ref,14.4222680527815
2021-07-16,ref,13.2289230725722
2021-07-23,ref,12.6664033570812
2021-07-30,ref,13.1214278748818
2021-08-06,ref,13.5537331191031
2021-08-13,ref,15.4024826357865
2021-08-20,ref,18.5895402084216
2021-08-27,ref,18.3419017150626
2021-09-03,ref,17.8217300514199
2021-09-10,ref,16.6241235386736
2021-09-17,ref,16.5542939482935
2021-09-24,ref,17.3860039876816
2021-10-01,ref,16.0049555617628
2021-10-08,ref,13.0573368652863
2021-10-15,ref,13.5456040639293
2021-10-22,ref,14.2451829379955
2021-10-29,ref,13.9617112959536
2021-11-05,ref,13.6164519772334
2021-11-12,ref,13.4504527235363
2021-11-19,ref,13.8376266757694
2021-11-26,ref,14.997542824237
2021-12-03,ref,13.8805983557525
2021-12-10,ref,14.6477531561032
2021-12-17,ref,15.3181285007444
2021-12-24,ref,15.7710079862343
2021-12-31,ref,15.9107336645425
2022-01-07,ref,17.0610446808405
2022-01-14,ref,16.0079091915399
2022-01-21,ref,14.7113739195525
2022-01-28,ref,15.1595547691983
2022-02-04,ref,13.8706067656933
2022-02-11,ref,14.4028788177194
2022-02-18,ref,16.3082515730581
2022-02-25,ref,16.4238092674197
2022-03-04,ref,16.1352349248437
2022-03-11,ref,19.4212486638842
2022-03-18,ref,20.1465611771598
2022-03-25,ref,19.2900619929382
2022-04-01,ref,19.2720346194398
2022-04-08,ref,17.7629816733941
2022-04-15,ref,16.7276282518732
2022-04-22,ref,18.2427828334205
2022-04-29,ref,19.4192028633179
2022-05-06,ref,20.075452678463
2022-05-13,ref,18.1507347733913
2022-05-20,ref,17.0508848595435
2022-05-27,ref,16.9795774005324
2022-06-03,ref,16.6507209381621
2022-06-10,ref,16.7894335147369
2022-06-17,ref,17.9236556019764
2022-06-24,ref,19.1827554420067
2022-07-01,ref,19.3806005321885
2022-07-08,ref,18.804579278875
2022-07-15,ref,17.7708287254668
2022-07-22,ref,19.1281264317623
2022-07-29,ref,19.5584800078664
2022-08-05,ref,17.6648561738235
2022-08-12,ref,15.0840272641645
2022-08-19,ref,14.4686859155115
2022-08-26,ref,13.9716330539414
2022-09-02,ref,13.9349091598701
2022-09-09,ref,14.7318479552779
2022-09-16,ref,16.7013200898027
2022-09-23,ref,17.149601284027
2022-09-30,ref,16.2613268665485
2022-10-07,ref,15.2938078532366
2022-10-14,ref,15.2203958744086
2022-10-21,ref,14.6803036864642
2022-10-28,ref,15.4770053521251
2022-11-04,ref,16.2507727609543
2022-11-11,ref,16.571383605053
2022-11-18,ref,18.3532571777926
2022-11-25,ref,21.0917506001839
2022-12-02,ref,21.7650827563259
2022-12-09,ref,23.3576579239238
2022-12-16,ref,23.5095372442687
2022-12-23,ref,23.8308472047791
2021-01-01,q1,-0.00940011945784036
2021-01-08,q1,3.76579267749203
2021-01-15,q1,7.53678568964799
2021-01-22,q1,1.96496670189694
2021-01-29,q1,4.19789997689873
2021-02-05,q1,5.16355840150184
2021-02-12,q1,6.47064423859706
2021-02-19,q1,8.74901546164034
2021-02-26,q1,8.19737757299741
2021-03-05,q1,8.68698004778346
2021-03-12,q1,11.1745314666225
2021-03-19,q1,8.06947349601211
2021-03-26,q1,5.96551304325201
2021-04-02,q1,6.87422850609612
2021-04-09,q1,7.76199687482006
2021-04-16,q1,7.68833107554512
2021-04-23,q1,5.31893300482634
2021-04-30,q1,6.65845586061996
2021-05-07,q1,7.98374258189465
2021-05-14,q1,5.11731885582847
2021-05-21,q1,5.44340308158465
2021-05-28,q1,6.44052549747094
2021-06-04,q1,7.07772090307551
2021-06-11,q1,7.07496251008151
2021-06-18,q1,7.61058650921979
2021-06-25,q1,7.42119535111208
2021-07-02,q1,8.75116751406521
2021-07-09,q1,8.09132557209001
2021-07-16,q1,6.03140912199964
2021-07-23,q1,7.63550861057914
2021-07-30,q1,4.38561856786403
2021-08-06,q1,5.61676664225917
2021-08-13,q1,10.2983869307935
2021-08-20,q1,8.11516445323692
2021-08-27,q1,13.3419017150626
2021-09-03,q1,12.8217300514199
2021-09-10,q1,11.6241235386736
2021-09-17,q1,11.5542939482935
2021-09-24,q1,12.3860039876816
2021-10-01,q1,11.0049555617628
2021-10-08,q1,8.05733686528633
2021-10-15,q1,8.5456040639293
2021-10-22,q1,9.24518293799549
2021-10-29,q1,8.96171129595358
2021-11-05,q1,8.61645197723341
2021-11-12,q1,8.4504527235363
2021-11-19,q1,8.83762667576938
2021-11-26,q1,9.99754282423703
2021-12-03,q1,8.88059835575246
2021-12-10,q1,9.64775315610318
2021-12-17,q1,10.3181285007444
2021-12-24,q1,10.7710079862343
2021-12-31,q1,10.9107336645425
2022-01-07,q1,12.0610446808405
2022-01-14,q1,11.0079091915399
2022-01-21,q1,9.71137391955254
2022-01-28,q1,10.1595547691983
2022-02-04,q1,8.87060676569328
2022-02-11,q1,9.40287881771943
2022-02-18,q1,11.3082515730581
2022-02-25,q1,11.4238092674197
2022-03-04,q1,11.1352349248437
2022-03-11,q1,14.4212486638842
2022-03-18,q1,15.1465611771598
2022-03-25,q1,14.2900619929382
2022-04-01,q1,14.2720346194398
2022-04-08,q1,12.7629816733941
2022-04-15,q1,11.7276282518732
2022-04-22,q1,13.2427828334205
2022-04-29,q1,14.4192028633179
2022-05-06,q1,15.075452678463
2022-05-13,q1,13.1507347733913
2022-05-20,q1,12.0508848595435
2022-05-27,q1,11.9795774005324
2022-06-03,q1,11.6507209381621
2022-06-10,q1,11.7894335147369
2022-06-17,q1,12.9236556019764
2022-06-24,q1,14.1827554420067
2022-07-01,q1,14.3806005321885
2022-07-08,q1,13.804579278875
2022-07-15,q1,12.7708287254668
